#{"t_start": 1615654246.0842369, "env_id": "MountainCarContinuous-v0"}
r,l,t
93.971764,87,1826.241789
94.648379,78,1826.323248
95.118213,75,1826.397739
94.662241,78,1826.47585
95.116025,75,1826.551096
94.423866,80,1826.644105
94.790318,77,1826.719379
95.135211,75,1826.791788
94.658208,78,1826.867188
95.179694,75,1826.939192
94.063616,85,1827.022269
94.829746,77,1827.106053
95.174253,75,1827.193183
95.121129,75,1827.272886
94.959112,76,1827.348084
94.818317,77,1827.424447
94.253599,82,1827.503792
94.102143,84,1827.602784
94.102925,84,1827.704518
94.180253,83,1827.80586
93.999675,86,1827.909848
94.990385,76,1828.001301
94.99315,76,1828.099474
94.169284,83,1828.200655
95.111137,75,1828.282305
94.186348,83,1828.365197
95.134569,75,1828.439167
94.099998,84,1828.52275
95.153075,75,1828.597451
95.176613,75,1828.671161
95.104968,75,1828.746606
94.641071,78,1828.825918
94.248944,82,1828.912111
94.42451,80,1828.992811
94.640724,78,1829.070805
95.108167,75,1829.165062
94.527402,79,1829.251951
94.799361,77,1829.330362
93.957892,87,1829.414804
94.767866,77,1829.492175
94.798769,77,1829.569861
95.134296,75,1829.644464
94.986764,76,1829.719499
94.65241,78,1829.799331
95.116122,75,1829.87504
94.334983,81,1829.954664
94.798643,77,1830.032061
94.425095,80,1830.118552
94.425898,80,1830.200816
94.037372,85,1830.286191
94.657542,78,1830.364268
95.145039,75,1830.440152
94.637614,78,1830.519818
94.63595,78,1830.59926
94.998052,76,1830.675252
94.956032,76,1830.751361
95.144056,75,1830.828304
94.338198,81,1830.916133
94.336922,81,1830.998212
94.652521,78,1831.077727
93.985694,86,1831.172139
94.426105,80,1831.253499
95.170873,75,1831.32528
94.805166,77,1831.398494
94.106405,84,1831.478595
94.037965,85,1831.558545
95.16793,75,1831.630293
94.040549,85,1831.711392
94.932942,76,1831.783121
94.977293,76,1831.85558
94.108515,84,1831.936844
94.528666,79,1832.012859
94.175087,83,1832.091841
94.645922,78,1832.182377
94.942303,76,1832.272161
94.955492,76,1832.364403
94.802315,77,1832.458175
95.130839,75,1832.547296
95.147991,75,1832.637769
94.998894,76,1832.719074
94.813768,77,1832.797577
94.424778,80,1832.877848
94.058471,85,1832.96357
94.53391,79,1833.04276
94.526332,79,1833.121933
94.791268,77,1833.20579
95.137847,75,1833.281521
94.933733,76,1833.359405
94.423849,80,1833.442475
94.132221,84,1833.528697
95.108655,75,1833.606512
94.635806,78,1833.688549
94.532805,79,1833.768958
94.7814,77,1833.848159
94.642184,78,1833.932738
94.826529,77,1834.011806
94.935928,76,1834.091011
94.32881,81,1834.189616
94.814003,77,1834.279248
94.795544,77,1834.354932
94.534965,79,1834.432309
95.101862,75,1834.506202
94.242838,82,1834.586365
94.932546,76,1834.661063
94.337186,81,1834.740635
95.133008,75,1834.815938
95.161526,75,1834.889867
94.83082,77,1834.965719
94.125273,84,1835.0496
94.645654,78,1835.130286
94.64403,78,1835.225246
94.781895,77,1835.312737
94.639613,78,1835.390224
94.937625,76,1835.464544
94.940947,76,1835.540008
95.145876,75,1835.614187
94.187503,83,1835.695719
95.147917,75,1835.770737
94.424504,80,1835.850982
94.826691,77,1835.927743
94.330299,81,1836.006688
94.074526,85,1836.094573
94.171996,83,1836.190838
94.167573,83,1836.284458
94.991497,76,1836.35796
95.11555,75,1836.431309
93.95761,87,1836.514379
94.993276,76,1836.587272
94.818326,77,1836.660951
94.96998,76,1836.733858
94.978252,76,1836.806256
94.657928,78,1836.881257
95.141726,75,1836.95321
95.131763,75,1837.025236
94.815629,77,1837.09961
94.991617,76,1837.174145
94.662019,78,1837.257741
94.425023,80,1837.3369
94.951592,76,1837.412655
93.963072,87,1837.499706
94.930972,76,1837.577424
94.806562,77,1837.65534
94.778335,77,1837.732798
94.938869,76,1837.809113
95.150308,75,1837.88436
95.123783,75,1837.958833
94.042048,85,1838.042236
95.119488,75,1838.117277
94.656599,78,1838.207474
94.769089,77,1838.309329
95.16971,75,1838.390589
95.002,76,1838.467079
94.823302,77,1838.544291
94.53227,79,1838.640225
94.524495,79,1838.719467
94.331636,81,1838.799657
94.978438,76,1838.873838
94.80738,77,1838.954772
94.945565,76,1839.029532
94.525738,79,1839.106492
95.139517,75,1839.180535
95.166166,75,1839.264155
95.104451,75,1839.357256
94.527351,79,1839.453151
94.991581,76,1839.545052
95.002119,76,1839.638017
95.150283,75,1839.713054
94.969611,76,1839.792007
95.147047,75,1839.867163
94.33319,81,1839.949533
94.819855,77,1840.026248
94.182127,83,1840.108586
94.426065,80,1840.193181
94.171003,83,1840.294791
94.967999,76,1840.371867
95.121924,75,1840.445882
95.113135,75,1840.521733
94.806812,77,1840.599199
95.135597,75,1840.674865
95.126168,75,1840.750589
95.112534,75,1840.825425
94.793277,77,1840.903376
94.528284,79,1840.982148
95.11242,75,1841.05729
95.110135,75,1841.133143
94.536785,79,1841.212759
95.107331,75,1841.29646
94.122742,84,1841.382191
94.008615,86,1841.468909
95.107017,75,1841.545936
94.424994,80,1841.627924
94.982184,76,1841.706001
95.134232,75,1841.784437
94.256072,82,1841.869167
94.762958,77,1841.948173
94.658137,78,1842.027401
95.141475,75,1842.105847
95.161978,75,1842.182962
94.423672,80,1842.281841
94.942332,76,1842.381393
94.125384,84,1842.484237
94.773947,77,1842.57919
94.172411,83,1842.67635
94.976035,76,1842.754211
95.13962,75,1842.831603
94.983099,76,1842.909941
94.776261,77,1842.98949
94.972879,76,1843.068169
94.981057,76,1843.146691
94.797996,77,1843.225967
95.15545,75,1843.308207
94.814804,77,1843.408254
94.646607,78,1843.505262
94.525731,79,1843.601285
95.163051,75,1843.692892
94.535047,79,1843.788924
94.996489,76,1843.882121
94.337002,81,1843.985742
95.165445,75,1844.07648
95.00234,76,1844.169285
94.819865,77,1844.265281
94.829577,77,1844.366211
94.018392,86,1844.47187
94.7839,77,1844.566538
94.424596,80,1844.665171
94.336804,81,1844.752721
94.649145,78,1844.834414
94.996612,76,1844.912553
94.814928,77,1844.991955
94.982576,76,1845.080283
94.328817,81,1845.163872
94.252816,82,1845.248148
94.772034,77,1845.325817
94.765872,77,1845.40922
95.129899,75,1845.48484
94.333824,81,1845.566127
95.177423,75,1845.642225
94.95954,76,1845.719764
94.807469,77,1845.79807
94.047888,85,1845.88395
94.184622,83,1845.967781
94.965867,76,1846.044255
94.011412,86,1846.130589
95.167732,75,1846.213107
94.527371,79,1846.295135
94.663322,78,1846.378536
94.648842,78,1846.456881
94.798262,77,1846.53403
94.524233,79,1846.612919
94.251499,82,1846.692879
94.791513,77,1846.770086
94.777056,77,1846.84571
94.339191,81,1846.927314
95.129236,75,1847.00203
94.102941,84,1847.085199
94.769317,77,1847.159409
94.243158,82,1847.239427
95.181055,75,1847.309795
94.638454,78,1847.387074
95.121275,75,1847.457102
94.938856,76,1847.528758
93.900227,88,1847.611871
94.961306,76,1847.684676
94.664073,78,1847.75978
93.965795,87,1847.842149
94.534733,79,1847.918065
94.950135,76,1847.990675
94.799939,77,1848.063862
94.649273,78,1848.136792
94.989144,76,1848.228438
94.770636,77,1848.314508
94.824025,77,1848.396651
95.135707,75,1848.471874
95.155306,75,1848.546527
94.251573,82,1848.628292
94.964849,76,1848.704994
94.659381,78,1848.782831
94.424835,80,1848.863635
95.174236,75,1848.942835
94.973108,76,1849.019166
94.7781,77,1849.096373
94.038867,85,1849.180859
95.119486,75,1849.256414
95.14706,75,1849.337672
94.249382,82,1849.442283
94.523018,79,1849.53923
94.817296,77,1849.634426
95.104867,75,1849.725657
94.530456,79,1849.823585
94.990926,76,1849.91502
94.119319,84,1850.017502
94.251057,82,1850.117962
94.524659,79,1850.214358
94.7728,77,1850.297935
94.098864,84,1850.382333
94.65061,78,1850.467228
94.636439,78,1850.544781
94.785032,77,1850.622264
94.959684,76,1850.697922
94.938859,76,1850.775529
94.336823,81,1850.856917
94.111202,84,1850.940102
94.425167,80,1851.019703
94.111961,84,1851.104669
94.661013,78,1851.183765
94.328827,81,1851.265489
94.997905,76,1851.341257
94.526785,79,1851.419259
93.906791,88,1851.511694
94.794126,77,1851.588575
95.165821,75,1851.664133
95.112049,75,1851.738892
94.800528,77,1851.816859
94.989528,76,1851.893068
95.124606,75,1851.968252
94.255154,82,1852.049562
94.646438,78,1852.127378
94.333252,81,1852.227521
94.250786,82,1852.312452
94.787572,77,1852.389758
94.523016,79,1852.492943
94.964179,76,1852.58452
94.33761,81,1852.68114
95.122155,75,1852.773762
95.17714,75,1852.866565
94.328496,81,1852.964105
95.13426,75,1853.054945
94.334976,81,1853.145839
94.423952,80,1853.232229
94.528925,79,1853.326
94.335459,81,1853.423949
94.645269,78,1853.523292
94.771412,77,1853.617624
95.168483,75,1853.699682
95.104091,75,1853.775475
94.524246,79,1853.854985
94.960692,76,1853.93524
94.664931,78,1854.012994
94.424178,80,1854.092675
94.328425,81,1854.17127
94.261818,82,1854.254624
95.101795,75,1854.338873
94.637001,78,1854.43476
94.643076,78,1854.535978
94.936965,76,1854.626783
94.4247,80,1854.722405
95.160138,75,1854.813297
94.525762,79,1854.909482
94.244274,82,1855.009017
95.13878,75,1855.100419
95.13137,75,1855.175417
94.935241,76,1855.261139
94.525509,79,1855.339993
94.253359,82,1855.420685
94.990399,76,1855.497808
94.425721,80,1855.579095
94.972901,76,1855.653876
94.765262,77,1855.729348
95.1023,75,1855.803267
94.099207,84,1855.885827
94.071174,85,1855.96966
94.788816,77,1856.046347
94.939398,76,1856.120863
95.101723,75,1856.194599
94.242787,82,1856.293302
95.183137,75,1856.385176
94.194187,83,1856.486008
95.129528,75,1856.585063
94.788987,77,1856.674358
95.11916,75,1856.749178
94.950479,76,1856.823945
94.832641,77,1856.89925
95.183876,75,1856.973867
94.174882,83,1857.055301
94.258675,82,1857.136812
93.929577,87,1857.222404
94.53696,79,1857.299273
94.636094,78,1857.375692
95.173391,75,1857.452694
95.138867,75,1857.5295
94.984652,76,1857.604831
95.175402,75,1857.67808
94.423871,80,1857.75651
94.330374,81,1857.834707
94.183534,83,1857.913259
94.66179,78,1857.988683
95.129924,75,1858.059694
94.767997,77,1858.141118
94.129191,84,1858.244417
94.537729,79,1858.325254
94.256005,82,1858.407145
94.967158,76,1858.482659
94.962713,76,1858.564667
94.424587,80,1858.644611
94.107923,84,1858.728234
94.423865,80,1858.809122
94.426161,80,1858.889215
94.130113,84,1858.976835
94.188943,83,1859.05919
94.942327,76,1859.138157
95.172659,75,1859.21334
94.423776,80,1859.309467
94.425606,80,1859.394655
94.638053,78,1859.471657
94.533065,79,1859.553794
95.175933,75,1859.630529
94.338105,81,1859.711819
94.802121,77,1859.789977
94.660526,78,1859.868705
94.329966,81,1859.948905
94.966093,76,1860.026274
94.424556,80,1860.106176
94.662097,78,1860.185959
94.953266,76,1860.273417
94.776225,77,1860.350456
94.537279,79,1860.429049
94.782483,77,1860.505346
94.333786,81,1860.592595
94.261231,82,1860.674716
94.043278,85,1860.758889
95.118716,75,1860.833508
94.424307,80,1860.914339
94.998483,76,1860.990841
94.243453,82,1861.074651
95.168325,75,1861.150587
94.423961,80,1861.236676
94.249831,82,1861.320909
94.643868,78,1861.395875
94.794186,77,1861.469213
94.66536,78,1861.544055
95.139495,75,1861.622019
94.177576,83,1861.701274
94.770266,77,1861.774424
94.984103,76,1861.848567
94.523068,79,1861.924679
94.969791,76,1861.998532
94.957542,76,1862.071882
94.932806,76,1862.144532
95.148072,75,1862.216988
94.931162,76,1862.298545
94.243329,82,1862.38052
94.425525,80,1862.460707
94.533565,79,1862.539036
95.178779,75,1862.62109
94.185124,83,1862.704598
95.121128,75,1862.779835
94.655547,78,1862.855905
94.654736,78,1862.933394
94.533661,79,1863.012975
94.423686,80,1863.092234
95.103518,75,1863.166238
93.960257,87,1863.255265
94.107358,84,1863.337638
94.774424,77,1863.415265
93.901143,88,1863.503132
94.991008,76,1863.580124
94.937506,76,1863.661502
95.131223,75,1863.737089
95.158551,75,1863.812755
94.965863,76,1863.889255
94.774824,77,1863.970791
94.953477,76,1864.046695
94.425078,80,1864.12765
94.338034,81,1864.208582
94.763872,77,1864.300227
94.248023,82,1864.40041
94.046931,85,1864.503003
94.830173,77,1864.597059
95.106172,75,1864.687162
95.172503,75,1864.762424
95.140941,75,1864.837329
94.658885,78,1864.913925
94.525647,79,1864.991257
95.109109,75,1865.065483
94.782008,77,1865.141762
94.424356,80,1865.233986
94.825654,77,1865.32309
94.99687,76,1865.398502
95.162661,75,1865.472948
95.14936,75,1865.548558
94.663561,78,1865.626265
94.639729,78,1865.709861
94.257773,82,1865.791682
95.147427,75,1865.867676
94.333966,81,1865.948091
94.807132,77,1866.02476
94.424354,80,1866.105235
94.947748,76,1866.196433
94.636149,78,1866.292428
95.138087,75,1866.383146
94.966949,76,1866.474482
94.252871,82,1866.573082
94.247885,82,1866.678135
94.959099,76,1866.770907
94.53158,79,1866.851478
94.525235,79,1866.931715
94.818958,77,1867.009069
94.949239,76,1867.085265
95.166412,75,1867.158761
95.102405,75,1867.235307
95.144913,75,1867.309991
94.526167,79,1867.389121
94.04504,85,1867.473287
94.825143,77,1867.550733
95.135692,75,1867.625114
94.832901,77,1867.708572
95.112542,75,1867.783473
95.143773,75,1867.858369
94.424017,80,1867.9392
94.652446,78,1868.017052
94.170239,83,1868.10575
94.24426,82,1868.204028
94.775436,77,1868.288771
94.424741,80,1868.368649
93.990408,86,1868.452271
95.143451,75,1868.526934
95.162169,75,1868.599994
93.93967,87,1868.688577
94.259157,82,1868.772452
94.537097,79,1868.850278
95.154499,75,1868.937036
95.119878,75,1869.013195
94.806575,77,1869.089174
94.969833,76,1869.16365
94.533366,79,1869.241654
94.637389,78,1869.318844
94.052071,85,1869.402838
94.947523,76,1869.476869
95.155776,75,1869.548754
94.42556,80,1869.627486
95.154517,75,1869.705681
94.983513,76,1869.783131
94.97093,76,1869.860321
94.243313,82,1869.941901
94.659266,78,1870.019584
94.425656,80,1870.101135
94.789529,77,1870.179016
95.121982,75,1870.263949
94.767159,77,1870.346897
93.996672,86,1870.43406
94.536435,79,1870.513869
94.063623,85,1870.60027
95.10159,75,1870.676421
95.167765,75,1870.759242
94.785092,77,1870.838036
94.185035,83,1870.922919
94.019135,86,1871.010829
95.10593,75,1871.087198
94.527186,79,1871.166173
94.649854,78,1871.247022
95.169267,75,1871.324193
95.15429,75,1871.400191
94.639256,78,1871.479453
94.643387,78,1871.55911
95.179711,75,1871.635272
95.15435,75,1871.711594
94.975904,76,1871.795671
95.00024,76,1871.873186
93.91114,88,1871.960584
94.524185,79,1872.040416
94.040978,85,1872.136567
94.424195,80,1872.235994
94.832666,77,1872.32082
94.532675,79,1872.403038
95.108882,75,1872.479495
94.051035,85,1872.566576
95.134624,75,1872.643415
94.763554,77,1872.720816
94.11341,84,1872.811596
94.247566,82,1872.8943
93.932827,87,1872.983105
95.158471,75,1873.059525
94.954847,76,1873.136999
95.103344,75,1873.223481
94.654169,78,1873.319143
94.172481,83,1873.422783
94.951384,76,1873.520908
94.942202,76,1873.61506
94.005658,86,1873.72225
94.424522,80,1873.827789
95.002062,76,1873.922122
95.182505,75,1874.020308
94.333679,81,1874.119836
94.63695,78,1874.217152
94.253424,82,1874.319516
94.8297,77,1874.414784
95.125182,75,1874.508564
94.258943,82,1874.610064
94.645912,78,1874.695877
93.983701,86,1874.790639
94.533378,79,1874.871488
94.953544,76,1874.948672
94.998197,76,1875.026809
94.337352,81,1875.111883
94.425385,80,1875.190249
95.14258,75,1875.264431
94.336664,81,1875.343288
95.000837,76,1875.417765
94.424567,80,1875.495559
94.334532,81,1875.574477
94.039551,85,1875.657008
94.423704,80,1875.73238
94.190315,83,1875.818198
94.783365,77,1875.89297
93.995182,86,1875.975675
94.424532,80,1876.052599
95.108163,75,1876.12472
94.424699,80,1876.209423
94.424535,80,1876.309161
95.141208,75,1876.400893
94.529973,79,1876.498121
95.165021,75,1876.590124
94.771204,77,1876.68524
93.972752,87,1876.79227
94.530147,79,1876.895973
95.123954,75,1876.988285
94.831448,77,1877.083143
94.769006,77,1877.178475
94.972099,76,1877.255532
93.983406,86,1877.340621
94.797205,77,1877.417071
95.111071,75,1877.490865
95.139728,75,1877.565311
94.337616,81,1877.646018
94.185336,83,1877.729297
94.656109,78,1877.807131
94.523834,79,1877.891961
94.820371,77,1877.968074
94.821908,77,1878.044763
94.829122,77,1878.121073
94.933612,76,1878.196763
95.001371,76,1878.281126
94.950062,76,1878.360042
94.816945,77,1878.437351
94.110705,84,1878.521145
95.175946,75,1878.59622
95.131149,75,1878.669941
94.636378,78,1878.748504
94.423915,80,1878.828976
94.252628,82,1878.916815
95.166147,75,1878.996299
95.183804,75,1879.072783
94.663589,78,1879.15061
94.792858,77,1879.228034
94.125988,84,1879.313179
94.331835,81,1879.393984
94.786212,77,1879.470805
95.135696,75,1879.554711
94.534396,79,1879.633546
94.643766,78,1879.712222
95.153814,75,1879.786986
94.8314,77,1879.869879
94.980122,76,1879.946514
94.523327,79,1880.025079
93.945588,87,1880.111399
94.260248,82,1880.211027
94.641524,78,1880.306787
94.794244,77,1880.401256
94.112766,84,1880.505305
94.6353,78,1880.600183
94.328997,81,1880.698376
94.771098,77,1880.79316
94.817952,77,1880.893893
93.994331,86,1880.996676
94.424717,80,1881.09417
94.423762,80,1881.177429
94.251294,82,1881.260918
94.961918,76,1881.3369
94.245999,82,1881.420197
94.949868,76,1881.495211
94.249315,82,1881.576863
94.961883,76,1881.652876
95.154235,75,1881.727692
94.098931,84,1881.8123
94.424043,80,1881.899261
95.175697,75,1881.973639
94.818709,77,1882.050705
94.261096,82,1882.13816
94.106994,84,1882.24108
94.338857,81,1882.322599
94.636423,78,1882.398545
95.10384,75,1882.469377
94.424695,80,1882.547004
94.788809,77,1882.641248
94.425491,80,1882.724574
94.804421,77,1882.801824
94.810079,77,1882.880758
94.978634,76,1882.962822
95.120436,75,1883.037642
94.337647,81,1883.118603
94.832871,77,1883.195246
94.424263,80,1883.275738
94.424089,80,1883.354549
94.956033,76,1883.429838
94.532653,79,1883.507143
94.17719,83,1883.589607
94.329582,81,1883.670021
94.933129,76,1883.745284
94.425299,80,1883.825162
94.824618,77,1883.901285
95.144357,75,1883.985837
95.168911,75,1884.060877
94.245948,82,1884.142992
94.010995,86,1884.230666
94.425214,80,1884.314256
94.254995,82,1884.398026
94.817112,77,1884.476422
94.763201,77,1884.556199
94.820554,77,1884.63477
95.146435,75,1884.711722
94.52597,79,1884.792495
94.647601,78,1884.87414
95.183771,75,1884.957968
94.642947,78,1885.037162
94.816735,77,1885.115874
94.047769,85,1885.203137
94.960722,76,1885.290617
94.817464,77,1885.367482
94.974742,76,1885.441391
94.990147,76,1885.516042
94.332563,81,1885.594816
94.932656,76,1885.669122
95.001108,76,1885.742698
95.16192,75,1885.817083
94.938697,76,1885.893104
94.821054,77,1885.973874
94.650811,78,1886.055789
94.997806,76,1886.143418
94.169634,83,1886.227013
94.946693,76,1886.301234
94.801315,77,1886.377314
94.645716,78,1886.460006
94.822672,77,1886.536005
94.335525,81,1886.616645
94.528863,79,1886.695798
94.636,78,1886.777004
95.17338,75,1886.852632
94.328522,81,1886.93378
94.657692,78,1887.018319
94.994049,76,1887.094969
94.064023,85,1887.19283
95.158516,75,1887.268724
95.108508,75,1887.341783
94.103697,84,1887.424356
94.247324,82,1887.503918
95.126565,75,1887.579203
94.98779,76,1887.654021
94.979273,76,1887.729278
94.524504,79,1887.807908
94.94386,76,1887.883281
94.804169,77,1887.960099
94.957854,76,1888.039784
94.022771,86,1888.128221
94.6377,78,1888.22224
95.159326,75,1888.314097
94.981897,76,1888.405535
94.639621,78,1888.500369
94.328565,81,1888.598408
93.953417,87,1888.695205
94.930268,76,1888.771752
94.964733,76,1888.848701
94.831114,77,1888.925539
94.934964,76,1889.011451
94.332631,81,1889.091951
95.1438,75,1889.167541
94.987182,76,1889.242028
94.425037,80,1889.323201
94.636007,78,1889.402169
95.154468,75,1889.477863
95.103338,75,1889.551599
94.944183,76,1889.626878
94.051057,85,1889.712999
94.189631,83,1889.795913
94.9536,76,1889.871295
93.994087,86,1889.957146
94.771414,77,1890.038868
95.13336,75,1890.113865
94.122385,84,1890.201
93.93001,87,1890.307474
95.164611,75,1890.398743
95.1436,75,1890.489277
94.954147,76,1890.582394
95.121765,75,1890.673532
94.425143,80,1890.771207
94.132383,84,1890.872654
94.07316,85,1890.977356
95.109769,75,1891.074146
94.988651,76,1891.165081
94.173949,83,1891.254406
93.960633,87,1891.359889
94.261318,82,1891.458506
94.977878,76,1891.549942
94.942846,76,1891.641771
94.049874,85,1891.73088
94.109659,84,1891.814504
94.972293,76,1891.891805
94.814838,77,1891.971188
95.110911,75,1892.053648
95.166079,75,1892.129869
95.17738,75,1892.205244
95.134995,75,1892.282409
94.822858,77,1892.361206
94.645583,78,1892.440582
94.052422,85,1892.525833
94.536235,79,1892.605728
95.175266,75,1892.682016
94.810013,77,1892.762225
94.424203,80,1892.84252
95.112313,75,1892.919159
95.162784,75,1892.995072
94.335623,81,1893.09378
93.98753,86,1893.187916
94.523637,79,1893.276014
94.976045,76,1893.359307
94.966565,76,1893.451142
94.426108,80,1893.548003
94.169883,83,1893.649012
94.643612,78,1893.742473
94.961987,76,1893.834706
94.636958,78,1893.930265
94.251608,82,1894.035564
94.423901,80,1894.139081
95.140938,75,1894.228758
94.258121,82,1894.329723
94.424374,80,1894.426474
95.116634,75,1894.51763
94.772341,77,1894.610806
95.160895,75,1894.703974
94.424766,80,1894.800677
94.536122,79,1894.896562
94.256046,82,1894.995437
94.251141,82,1895.098491
94.260977,82,1895.17953
94.424529,80,1895.258996
94.331937,81,1895.358575
94.817147,77,1895.451177
95.162195,75,1895.529832
94.986465,76,1895.6044
94.170045,83,1895.686331
94.790272,77,1895.762
95.166828,75,1895.835968
94.971915,76,1895.910674
94.424118,80,1895.989843
95.107141,75,1896.069673
94.246505,82,1896.158918
95.174171,75,1896.237581
94.531425,79,1896.322959
93.904671,88,1896.408525
95.168456,75,1896.481009
95.159756,75,1896.554569
94.77018,77,1896.630601
94.947397,76,1896.703972
95.129066,75,1896.776533
95.110162,75,1896.850615
94.973075,76,1896.925313
95.148884,75,1897.00017
94.12456,84,1897.081462
94.32859,81,1897.16818
94.796706,77,1897.258025
93.981222,86,1897.363258
94.110487,84,1897.464835
94.992098,76,1897.556361
94.985627,76,1897.649477
95.00031,76,1897.732687
94.425399,80,1897.814133
94.179339,83,1897.896688
94.330965,81,1897.977256
94.938457,76,1898.05156
94.794646,77,1898.134059
94.792512,77,1898.228858
94.792692,77,1898.312551
94.769629,77,1898.389938
94.766511,77,1898.466783
94.523374,79,1898.544863
94.248776,82,1898.626417
95.17756,75,1898.702302
94.969643,76,1898.777543
94.110336,84,1898.864115
94.106722,84,1898.947579
94.939265,76,1899.029776
95.181785,75,1899.116894
95.161801,75,1899.198065
94.334524,81,1899.27657
94.978867,76,1899.35228
94.652724,78,1899.426521
94.424557,80,1899.503611
94.178807,83,1899.582777
95.281765,74,1899.653705
94.636147,78,1899.729622
94.647507,78,1899.805471
94.257215,82,1899.885662
94.777077,77,1899.96073
94.425397,80,1900.048755
94.940613,76,1900.142702
95.114188,75,1900.240795
95.167151,75,1900.316803
94.79223,77,1900.392975
94.339297,81,1900.474172
95.106816,75,1900.550182
94.774772,77,1900.62653
94.642548,78,1900.704595
95.144542,75,1900.779222
94.334693,81,1900.860411
94.248076,82,1900.94253
95.147513,75,1901.017549
94.959221,76,1901.094792
94.423986,80,1901.177255
95.10657,75,1901.257437
95.153296,75,1901.334799
95.102747,75,1901.411167
94.643516,78,1901.490388
94.169964,83,1901.575733
94.243218,82,1901.65914
94.112813,84,1901.744674
94.645866,78,1901.825049
94.330151,81,1901.90804
94.661313,78,1901.988113
95.002933,76,1902.066247
94.333892,81,1902.149383
94.945811,76,1902.232862
94.796849,77,1902.309053
94.247889,82,1902.389368
95.179841,75,1902.462078
94.976959,76,1902.535758
94.938086,76,1902.609485
94.763835,77,1902.684322
94.996005,76,1902.758533
95.118365,75,1902.831448
94.953621,76,1902.904562
94.643537,78,1902.979666
94.328644,81,1903.05895
94.980611,76,1903.146698
94.332019,81,1903.236115
94.986156,76,1903.315228
94.11898,84,1903.400204
94.665481,78,1903.480018
95.171255,75,1903.5555
95.170232,75,1903.632244
94.931883,76,1903.709871
94.252147,82,1903.7933
94.132613,84,1903.879569
93.933051,87,1903.972218
94.424299,80,1904.057726
94.423812,80,1904.145625
94.974252,76,1904.240903
94.988216,76,1904.319061
94.424024,80,1904.395689
95.103388,75,1904.468038
94.791723,77,1904.544004
93.928691,87,1904.632183
94.425478,80,1904.71205
95.113909,75,1904.786993
94.790655,77,1904.864937
94.173053,83,1904.947403
94.534112,79,1905.026214
94.424801,80,1905.122592
95.160919,75,1905.207019
94.807882,77,1905.289714
94.943163,76,1905.368959
94.167561,83,1905.454187
94.425435,80,1905.535776
95.12035,75,1905.611928
94.803733,77,1905.689795
94.973289,76,1905.766568
95.14992,75,1905.842561
94.425654,80,1905.925877
94.528947,79,1906.005287
95.144985,75,1906.080551
94.047747,85,1906.167712
95.140398,75,1906.246976
95.131236,75,1906.3304
94.528738,79,1906.410479
94.33488,81,1906.493096
95.182176,75,1906.568395
95.178843,75,1906.643958
94.665455,78,1906.723138
95.124864,75,1906.799509
94.82908,77,1906.878087
95.173641,75,1906.954492
94.104996,84,1907.040062
94.425732,80,1907.121673
95.103575,75,1907.198624
94.816491,77,1907.282989
94.657795,78,1907.363228
94.804694,77,1907.441137
94.425513,80,1907.521977
93.956742,87,1907.611264
95.125083,75,1907.687939
94.423666,80,1907.770134
94.530101,79,1907.850204
94.334083,81,1907.933194
95.101273,75,1908.009859
94.830069,77,1908.088546
94.246736,82,1908.172861
94.804676,77,1908.261237
94.253635,82,1908.367892
95.180684,75,1908.460493
94.783723,77,1908.553668
94.654528,78,1908.647764
94.949622,76,1908.739955
95.109021,75,1908.830237
94.789354,77,1908.923184
94.936547,76,1909.020111
94.522909,79,1909.113001
94.793779,77,1909.192441
94.785723,77,1909.269997
94.336588,81,1909.35788
94.334031,81,1909.437974
94.783099,77,1909.515672
94.828165,77,1909.593036
94.832329,77,1909.67032
94.172792,83,1909.752839
94.107499,84,1909.837945
94.659175,78,1909.915963
94.782116,77,1909.992664
94.986296,76,1910.068686
94.829742,77,1910.152912
95.169789,75,1910.242863
95.118394,75,1910.340453
94.246075,82,1910.438895
94.963146,76,1910.530588
94.789907,77,1910.623399
94.648446,78,1910.71752
94.644972,78,1910.813268
94.331161,81,1910.91167
95.110666,75,1911.003208
95.153735,75,1911.094677
95.161835,75,1911.174663
95.134917,75,1911.24715
94.175103,83,1911.330603
94.999748,76,1911.407211
94.646522,78,1911.482382
95.169438,75,1911.553542
94.933254,76,1911.625528
94.168698,83,1911.705806
94.992702,76,1911.778694
94.53483,79,1911.854671
94.426081,80,1911.935013
94.985713,76,1912.009115
94.775779,77,1912.085906
94.969202,76,1912.17155
95.166619,75,1912.261642
94.244633,82,1912.354726
94.059753,85,1912.436907
94.531035,79,1912.513773
94.42375,80,1912.589687
94.766495,77,1912.664448
94.533847,79,1912.739574
94.424445,80,1912.816411
94.99758,76,1912.88835
94.818484,77,1912.961941
94.976114,76,1913.033853
94.331316,81,1913.128756
94.008965,86,1913.223291
94.052508,85,1913.309223
94.964527,76,1913.390827
93.967272,87,1913.477941
94.170391,83,1913.560112
94.974951,76,1913.635699
94.635044,78,1913.714729
94.826444,77,1913.791392
94.777212,77,1913.868298
94.535986,79,1913.946116
94.97463,76,1914.027042
94.053928,85,1914.111403
95.17228,75,1914.203263
95.107987,75,1914.294399
94.647402,78,1914.397408
94.525434,79,1914.4933
94.939084,76,1914.586727
94.070505,85,1914.681741
94.798838,77,1914.759316
94.523916,79,1914.840167
